iter	Passed	Remaining
503	4062	3998
504	4066	3986
505	4071	3974
506	4075	3963
507	4079	3951
508	4083	3939
509	4089	3929
510	4094	3917
511	4098	3905
512	4103	3895
513	4108	3884
514	4113	3873
515	4118	3862
516	4123	3852
517	4128	3841
518	4133	3831
519	4140	3821
520	4147	3813
521	4153	3803
522	4158	3792
523	4162	3781
524	4168	3771
525	4173	3760
526	4180	3751
527	4184	3741
528	4189	3730
529	4193	3718
530	4197	3707
531	4201	3696
532	4205	3684
533	4210	3673
534	4214	3662
535	4218	3651
536	4222	3640
537	4226	3629
538	4230	3618
539	4234	3607
540	4240	3597
541	4246	3587
542	4251	3577
543	4256	3567
544	4262	3558
545	4266	3547
546	4271	3537
547	4275	3526
548	4280	3516
549	4285	3506
550	4292	3497
551	4299	3489
552	4305	3480
553	4310	3470
554	4315	3459
555	4321	3450
556	4325	3440
557	4329	3429
558	4334	3419
559	4339	3409
560	4344	3399
561	4349	3390
562	4355	3380
563	4363	3372
564	4368	3363
565	4374	3353
566	4380	3345
567	4386	3336
568	4394	3328
569	4400	3319
570	4405	3309
571	4410	3300
572	4415	3290
573	4420	3280
574	4427	3272
575	4433	3263
576	4438	3253
577	4442	3243
578	4447	3233
579	4452	3224
580	4458	3215
581	4463	3206
582	4470	3197
583	4479	3190
584	4484	3181
585	4488	3171
586	4492	3161
587	4497	3151
588	4503	3142
589	4507	3132
590	4511	3122
591	4515	3112
592	4519	3102
593	4524	3092
594	4529	3082
595	4533	3072
596	4537	3062
597	4541	3053
598	4546	3043
599	4550	3033
600	4554	3023
601	4558	3013
602	4562	3004
603	4567	2994
604	4571	2984
605	4575	2975
606	4579	2965
607	4584	2955
608	4588	2945
609	4592	2936
610	4599	2928
611	4604	2919
612	4608	2909
613	4613	2900
614	4618	2891
615	4623	2882
616	4629	2873
617	4634	2864
618	4641	2856
619	4648	2848
620	4653	2840
621	4658	2831
622	4663	2822
623	4669	2813
624	4673	2804
625	4679	2795
626	4683	2786
627	4687	2776
628	4692	2767
629	4697	2758
630	4701	2749
631	4705	2740
632	4710	2730
633	4714	2721
634	4718	2712
635	4723	2703
636	4728	2694
637	4732	2685
638	4737	2676
639	4742	2667
640	4748	2659
641	4752	2650
642	4756	2641
643	4761	2631
644	4766	2623
645	4771	2614
646	4775	2605
647	4782	2598
648	4788	2589
649	4793	2581
650	4798	2572
651	4803	2563
652	4809	2555
653	4818	2549
654	4824	2541
655	4829	2532
656	4833	2523
657	4838	2514
658	4842	2505
659	4850	2498
660	4855	2490
661	4860	2481
662	4864	2472
663	4869	2463
664	4873	2454
665	4877	2446
666	4882	2437
667	4888	2429
668	4893	2421
669	4898	2412
670	4909	2407
671	4914	2398
672	4919	2390
673	4927	2383
674	4932	2374
675	4938	2367
676	4945	2359
677	4950	2351
678	4958	2344
679	4963	2335
680	4972	2329
681	4977	2320
682	4985	2314
683	4990	2305
684	5000	2299
685	5010	2293
686	5019	2287
687	5024	2278
688	5032	2271
689	5036	2262
690	5042	2254
691	5048	2247
692	5054	2238
693	5061	2231
694	5066	2223
695	5071	2215
696	5078	2207
697	5083	2199
698	5088	2191
699	5095	2183
700	5099	2175
701	5110	2169
702	5116	2161
703	5125	2154
704	5130	2146
705	5139	2140
706	5146	2132
707	5156	2126
708	5163	2119
709	5171	2112
710	5176	2104
711	5182	2096
712	5187	2088
713	5192	2079
714	5199	2072
715	5205	2064
716	5209	2056
717	5217	2049
718	5221	2040
719	5229	2033
720	5235	2025
721	5240	2017
722	5248	2010
723	5253	2002
724	5261	1995
725	5267	1988
726	5277	1981
727	5284	1974
728	5291	1967
729	5295	1958
730	5300	1950
731	5306	1942
732	5311	1934
733	5320	1928
734	5328	1921
735	5339	1915
736	5346	1907
737	5356	1901
738	5384	1901
739	5396	1896
740	5403	1888
741	5408	1880
742	5413	1872
743	5418	1864
744	5424	1856
745	5430	1848
746	5434	1840
747	5438	1832
748	5443	1824
749	5447	1815
750	5451	1807
751	5458	1800
752	5463	1792
753	5467	1783
754	5472	1775
755	5477	1767
756	5482	1759
757	5489	1752
758	5495	1745
759	5504	1738
760	5509	1730
761	5514	1722
762	5520	1714
763	5524	1706
764	5529	1698
765	5533	1690
766	5537	1682
767	5541	1674
768	5545	1665
769	5549	1657
770	5554	1649
771	5558	1641
772	5562	1633
773	5566	1625
774	5571	1617
775	5575	1609
776	5579	1601
777	5583	1593
778	5587	1585
779	5591	1577
780	5595	1569
781	5599	1561
782	5603	1553
783	5608	1545
784	5612	1537
785	5616	1529
786	5620	1521
787	5627	1513
788	5632	1506
789	5638	1498
790	5643	1491
791	5651	1484
792	5662	1478
793	5670	1471
794	5677	1464
795	5683	1456
796	5687	1448
797	5691	1440
798	5696	1433
799	5703	1425
800	5707	1418
801	5712	1410
802	5716	1402
803	5720	1394
804	5724	1386
805	5728	1378
806	5732	1371
807	5737	1363
808	5741	1355
809	5745	1347
810	5749	1340
811	5754	1332
812	5758	1324
813	5763	1317
814	5768	1309
815	5773	1301
816	5777	1294
817	5781	1286
818	5785	1278
819	5790	1271
820	5795	1263
821	5800	1256
822	5804	1248
823	5809	1240
824	5816	1233
825	5821	1226
826	5826	1218
827	5831	1211
828	5836	1203
829	5843	1196
830	5852	1190
831	5857	1182
832	5861	1175
833	5866	1167
834	5870	1160
835	5874	1152
836	5879	1144
837	5883	1137
838	5887	1129
839	5891	1122
840	5895	1114
841	5899	1107
842	5903	1099
843	5907	1091
844	5911	1084
845	5915	1076
846	5920	1069
847	5924	1061
848	5928	1054
849	5932	1046
850	5936	1039
851	5940	1031
852	5944	1024
853	5948	1017
854	5953	1009
855	5957	1002
856	5961	994
857	5966	987
858	5971	980
859	5976	972
860	5981	965
861	5986	958
862	5991	951
863	5998	944
864	6005	937
865	6012	930
866	6018	923
867	6023	915
868	6027	908
869	6034	901
870	6038	894
871	6042	886
872	6046	879
873	6050	872
874	6054	864
875	6059	857
876	6063	850
877	6067	843
878	6071	835
879	6075	828
880	6079	821
881	6083	813
882	6087	806
883	6091	799
884	6095	792
885	6099	784
886	6103	777
887	6107	770
888	6112	763
889	6116	755
890	6120	748
891	6124	741
892	6128	734
893	6132	727
894	6138	720
895	6142	712
896	6146	705
897	6151	698
898	6157	691
899	6162	684
900	6168	677
901	6174	670
902	6180	663
903	6185	656
904	6189	649
905	6194	642
906	6200	635
907	6204	628
908	6208	621
909	6212	614
910	6216	607
911	6220	600
912	6224	593
913	6229	586
914	6233	579
915	6237	572
916	6241	564
917	6246	557
918	6250	550
919	6254	543
920	6258	536
921	6263	529
922	6267	522
923	6271	515
924	6276	508
925	6280	501
926	6284	494
927	6288	487
928	6292	480
929	6296	473
930	6302	467
931	6307	460
932	6312	453
933	6319	446
934	6327	439
935	6334	433
936	6346	426
937	6356	420
938	6368	413
939	6374	406
940	6380	400
941	6386	393
942	6391	386
943	6397	379
944	6401	372
945	6406	365
946	6411	358
947	6416	351
948	6420	345
949	6424	338
950	6429	331
951	6433	324
952	6437	317
953	6441	310
954	6445	303
955	6449	296
956	6453	289
957	6458	283
958	6462	276
959	6466	269
960	6470	262
961	6476	255
962	6480	248
963	6485	242
964	6490	235
965	6495	228
966	6500	221
967	6505	215
968	6511	208
969	6518	201
970	6524	194
971	6529	188
972	6533	181
973	6538	174
974	6542	167
975	6548	161
976	6552	154
977	6556	147
978	6560	140
979	6565	133
980	6569	127
981	6573	120
982	6578	113
983	6582	107
984	6586	100
985	6590	93
986	6594	86
987	6599	80
988	6603	73
989	6607	66
990	6611	60
991	6616	53
992	6620	46
993	6624	39
994	6628	33
995	6633	26
996	6637	19
997	6642	13
998	6647	6
999	6651	0
